year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
2003,Henrik,J.,Ditzel,"['The Scripps Research Institute', 'University of Southern Denmark']","['Molecular Biology', 'Oncology', 'Genomics', 'Biochemistry', 'Cancer biology', 'Immunology', 'Pathology', 'Laboratory Medicine', 'Transplantation', 'Biotechnology']","['Genomics', 'Pathology', 'Laboratory Medicine', 'Transplantation']",['ASCI'],[],[],,henrik j. ditzel
2003,Cynthia,E.,Dunbar,['National Institutes of Health'],"['Hematology', 'Gene Transfer/Gene Therapy', 'Internal Medicine']","['Hematology', 'Internal Medicine']",['ASCI'],[],[],,cynthia e. dunbar
2003,John,Clark,Edwards,['St. Louis University School of Medicine'],"['Physiology', 'Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],['St. Louis University Affiliates*'],"['St. Louis University Health Science Center', 'St. Louis University School of Medicine']",,john clark edwards
2003,Jr.,,Falo,['University of Pittsburgh School of Medicine'],"['Dermatology', 'Oncology', 'Vaccines', 'Immunology']",['Dermatology'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,jr. falo
2003,Yuman,,Fong,['City of Hope Medical Center'],"['Gene Transfer/Gene Therapy', 'Surgery']",['Surgery'],['ASCI'],[],[],,yuman fong
2003,Kenneth,A.,Freedberg,"['Harvard Medical School, Massachusetts General Hospital']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,kenneth a. freedberg
2003,Patrick,G.,Gallagher,['Yale School of Medicine'],"['Molecular Biology', 'Pediatrics', 'Hematology', 'Neonatology']","['Pediatrics', 'Hematology', 'Neonatology']",['ASCI'],[],[],,patrick g. gallagher
2003,Kevin,,Gardner,['Columbia University College of Physicians & Surgeons'],"['Pathology', 'Cell Biology', 'Biochemistry']",['Pathology'],['ASCI'],[],[],,kevin gardner
2003,Thomas,,Glaser,"['University of California, Davis, School of Medicine']","['Developmental Biology', 'Molecular Biology', 'Neurobiology', 'Genetics']",['Genetics'],['ASCI'],[],[],,thomas glaser
2003,Robert,,Grant,"['University of California, San Francisco, School of Medicine', 'Gladstone Institutes']","['Pulmonology', 'HIV']",['Pulmonology'],['ASCI'],[],[],,robert grant
2003,Steven,K.,Grinspoon,"['Harvard Medical School, Massachusetts General Hospital']",['Metabolism'],['Metabolism'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,steven k. grinspoon
2003,Stephen,,Gruber,['City of Hope Medical Center'],"['Genetics', 'Epidemiology', 'Oncology', 'Internal Medicine']","['Genetics', 'Internal Medicine']",['ASCI'],[],[],,stephen gruber
2003,David,H.,Gutmann,['Washington University School of Medicine in St. Louis'],"['Neuro-oncology', 'Neurology', 'Cancer biology']","['Neuro-oncology', 'Neurology']",['ASCI'],[],[],,david h. gutmann
2003,Joshua,M.,Hare,['University of Miami Miller School of Medicine'],"['Cardiology', 'Biomedical Engineering']",['Cardiology'],['ASCI'],[],[],,joshua m. hare
2003,Stanley,L.,Hazen,['Cleveland Clinic'],"['Cell Biology', 'Cardiology']",['Cardiology'],['ASCI'],[],[],,stanley l. hazen
2003,Joseph,,Heitman,['Duke University School of Medicine'],"['Microbiology', 'Molecular Biology', 'Infectious Disease', 'Genetics']","['Microbiology', 'Infectious Disease', 'Genetics']",['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,joseph heitman
2003,Richard,A.,Hodin,"['Harvard Medical School, Massachusetts General Hospital']","['Endocrinology', 'Molecular Biology', 'Surgery', 'Gastroenterology']","['Endocrinology', 'Surgery', 'Gastroenterology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,richard a. hodin
2003,Steven,M.,Holland,['National Institutes of Health'],['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,steven m. holland
2003,Lawrence,B.,Holzman,['University of Pennsylvania Perelman School of Medicine'],"['Nephrology', 'Internal Medicine', 'Cell Biology', 'Biochemistry']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,lawrence b. holzman
2003,Jay,D.,Horton,['University of Texas Southwestern Medical Center'],"['Hepatology', 'Molecular Biology', 'Internal Medicine', 'Gastroenterology', 'Metabolism']","['Hepatology', 'Internal Medicine', 'Gastroenterology', 'Metabolism']",['ASCI'],[],[],,jay d. horton
2003,Marshall,S,Horwitz,['University of Washington School of Medicine'],"['Genetics', 'Internal Medicine']","['Genetics', 'Internal Medicine']",['ASCI'],[],[],,marshall s horwitz
2003,Thomas,J.,Hudson,['Ontario Institute for Cancer Research'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,thomas j. hudson
2003,Sundeep,,Khosla,"['Mayo Medical School', 'Mayo Clinic']","['Internal Medicine', 'Endocrinology']","['Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,sundeep khosla
2003,Peter,S.,Klein,['University of Pennsylvania Perelman School of Medicine'],"['Internal Medicine', 'Molecular Biology', 'Developmental Biology']",['Internal Medicine'],['ASCI'],[],[],,peter s. klein
2003,Larry,W,Kwak,['City of Hope Medical Center'],"['Molecular Biology', 'Oncology', 'Immunology']",[],['ASCI'],[],[],,larry w kwak
2003,Steven,R.,Lentz,['University of Iowa Carver College of Medicine'],"['Internal Medicine', 'Thromboembolism', 'Hematology', 'Molecular Biology']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,steven r. lentz
2003,Mark,F.,Leppert,['University of Utah School of Medicine'],['Genetics'],['Genetics'],['ASCI'],[],[],,mark f. leppert
2003,James,,Levine,['Mayo Clinic'],"['Endocrinology', 'Metabolism', 'Nutrition']","['Endocrinology', 'Metabolism']",['ASCI'],[],[],,james levine
2003,Barry,,London,['University of Iowa Carver College of Medicine'],"['Cardiovascular Disease', 'Internal Medicine', 'Cardiology', 'Cell Biology']","['Cardiovascular Disease', 'Internal Medicine', 'Cardiology']",['ASCI'],[],[],,barry london
2003,Louis,Michael,Luttrell,['Medical University of South Carolina College of Medicine'],"['Endocrinology', 'Cell Biology', 'Biochemistry', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,louis michael luttrell
2003,Elizabeth,M.,McNally,['Northwestern University Feinberg School of Medicine'],"['Cell Biology', 'Genetics', 'Cardiology', 'Internal Medicine']","['Genetics', 'Cardiology', 'Internal Medicine']",['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,elizabeth m. mcnally
2003,Lopa,,Mishra,[],"['Developmental Biology', 'Internal Medicine', 'Genetics', 'Hepatology', 'Cancer biology', 'Gastroenterology']","['Internal Medicine', 'Genetics', 'Hepatology', 'Gastroenterology']",['ASCI'],[],[],,lopa mishra
2003,Louis,J.,Muglia,"[""Cincinnati Children's Hospital"", 'University of Cincinnati College of Medicine']","['Endocrinology', 'Neurobiology', 'Molecular Biology', 'Pediatrics']","['Endocrinology', 'Pediatrics']",['ASCI'],[],[],,louis j. muglia
2003,Peter,,Mundel,[],"['Drug Development', 'Nephrology', 'Cell Biology']",['Nephrology'],['ASCI'],[],[],,peter mundel
2003,Ellis,J.,Neufeld,"[""St. Jude Children's Research Hospital""]","['Genetics', 'Pediatrics', 'Hematology']","['Genetics', 'Pediatrics', 'Hematology']",['ASCI'],[],[],,ellis j. neufeld
2003,Douglas,F.,Nixon,['Weill Cornell Medical College'],"['Immunology', 'HIV']",[],['ASCI'],[],[],,douglas f. nixon
2003,Ariel,,Pablos-Mendez,['Columbia University College of Physicians & Surgeons'],"['Epidemiology', 'Internal Medicine', 'Public Policy', 'Tropical Medicine']",['Internal Medicine'],['ASCI'],[],[],,ariel pablos-mendez
2003,Cam,,Patterson,['University of Arkansas College of Medicine'],"['Cardiology', 'Molecular Biology', 'Cardiovascular Disease', 'Developmental Biology']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,cam patterson
2003,Richard,M.,Peek Jr.,['Vanderbilt University School of Medicine'],"['Infectious Disease', 'Gastroenterology', 'Internal Medicine']","['Infectious Disease', 'Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,richard m. peek jr.
2003,Steven,,Porcelli,['Albert Einstein College of Medicine of Yeshiva University'],"['Immunology', 'Diabetes', 'Vaccines', 'Internal Medicine', 'Rheumatology']","['Diabetes', 'Internal Medicine', 'Rheumatology']",['ASCI'],[],[],,steven porcelli
2003,Richard,J.,Quigg,"['University at Buffalo Jacobs School of Medicine and Biomedical Sciences', 'University of Chicago Pritzker School of Medicine']","['Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,richard j. quigg
2003,Antony,,Rosen,['Johns Hopkins University School of Medicine'],"['Cell Biology', 'Internal Medicine', 'Rheumatology']","['Internal Medicine', 'Rheumatology']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,antony rosen
2003,Anthony,,Rosenzweig,"['Harvard Medical School', 'Harvard Medical School, Massachusetts General Hospital']","['Cardiology', 'Molecular Biology', 'Gene Transfer/Gene Therapy']",['Cardiology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,anthony rosenzweig
2003,J.,Eric,Russell,"[""Children's Hospital of Philadelphia"", 'University of Pennsylvania Perelman School of Medicine']","['Internal Medicine', 'Hematology', 'Molecular Biology', 'Thromboembolism']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,j. eric russell
2003,Michel,,Sadelain,['Memorial Sloan Kettering Cancer Center'],"['Hematology', 'Gene Transfer/Gene Therapy', 'Immunology']",['Hematology'],['ASCI'],[],[],,michel sadelain
2003,Jean,,Schaffer,"['Harvard Medical School, Joslin Diabetes Center']","['Cardiovascular Disease', 'Internal Medicine']","['Cardiovascular Disease', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jean schaffer
2003,Neil,W.,Schluger,['New York Medical College'],['Pulmonology'],['Pulmonology'],['ASCI'],[],[],,neil w. schluger
2003,Pamela,l.,Schwartzberg,['National Institutes of Health'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,pamela l. schwartzberg
2003,Theodore,,Standiford,['University of Michigan Medical School'],"['Pulmonology', 'Critical Care Medicine', 'Gene Transfer/Gene Therapy', 'Immunology']","['Pulmonology', 'Critical Care Medicine']",['ASCI'],[],[],,theodore standiford
2003,Luc,,Teyton,['The Scripps Research Institute'],['Immunology'],[],['ASCI'],[],[],,luc teyton
2003,Mitchell,,Weiss,"['University of Pennsylvania Perelman School of Medicine', ""St. Jude Children's Research Hospital""]","['Pediatrics', 'Oncology', 'Hematology']","['Pediatrics', 'Hematology']",['ASCI'],[],[],,mitchell weiss
2004,E.,Dale,Abel,"['University of Iowa Carver College of Medicine', 'University of Utah School of Medicine']","['Endocrinology', 'Molecular Biology', 'Internal Medicine', 'Diabetes', 'Cardiovascular Disease', 'Biochemistry']","['Endocrinology', 'Internal Medicine', 'Diabetes', 'Cardiovascular Disease']",['ASCI'],[],[],,e. dale abel
2004,Jeffrey,,Axelrod,['Stanford University School of Medicine'],"['Genetics', 'Developmental Biology', 'Cell Biology', 'Molecular Biology']",['Genetics'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,jeffrey axelrod
2004,P.,Leif,Bergsagel,['Mayo Clinic'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,p. leif bergsagel
2004,Andrew,,Blauvelt,[],[],[],['ASCI'],[],[],,andrew blauvelt
2004,Gerd,,Blobel,"[""Children's Hospital of Philadelphia""]","['Biochemistry', 'Molecular Biology']",[],['ASCI'],[],[],,gerd blobel
2004,Steven,,Brant,"['Rutgers, Robert Wood Johnson Medical School']",['Gastroenterology'],['Gastroenterology'],['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,steven brant
2004,Daniel,,Brennan,['Johns Hopkins Medical Institutes'],"['Transplantation', 'Nephrology']","['Transplantation', 'Nephrology']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,daniel brennan
2004,David,,Briscoe,"[""Harvard Medical School, Boston Children's Hospital""]","['Transplantation', 'Immunology', 'Pediatrics']","['Transplantation', 'Pediatrics']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,david briscoe
2004,Fabio,,Candotti,['University Hospital of Lausanne'],"['Genetics', 'Pediatrics', 'Molecular Biology', 'Immunology', 'Gene Transfer/Gene Therapy']","['Genetics', 'Pediatrics']",['ASCI'],[],[],,fabio candotti
2004,William,,Carson,['Ohio State University College of Medicine'],"['Immunology', 'Surgical oncology']",['Surgical oncology'],['ASCI'],[],[],,william carson
2004,Yuan,,Chang,['University of Pittsburgh School of Medicine'],"['Virology', 'Molecular Biology', 'Pathology', 'Microbiology']","['Pathology', 'Microbiology']",['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,yuan chang
2004,Preet,,Chaudhary,['University of Southern California Keck School of Medicine'],"['Virology', 'Oncology', 'Molecular Biology', 'Bone marrow transplantation', 'Hematology', 'Internal Medicine']","['Bone marrow transplantation', 'Hematology', 'Internal Medicine']",['ASCI'],[],[],,preet chaudhary
2004,Glenn,M.,Chertow,['Stanford University School of Medicine'],"['Epidemiology', 'Hypertension', 'Nephrology', 'Outcomes research', 'Nutrition']",['Nephrology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,glenn m. chertow
2004,Lynda,,Chin,[],"['Dermatology', 'Oncology', 'Cancer biology', 'Genomics', 'Immunology', 'Cancer genetics']","['Dermatology', 'Genomics']",['ASCI'],[],[],,lynda chin
2004,Marcus,R.,Clark,['University of Chicago Pritzker School of Medicine'],"['Rheumatology', 'Immunology']",['Rheumatology'],['ASCI'],[],[],,marcus r. clark
2004,Maripat,,Corr,"['University of California, San Diego, School of Medicine']",['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,maripat corr
2004,Jr.,,Crowe,['Vanderbilt University School of Medicine'],"['Immunology', 'Infectious Disease', 'Virology', 'Pediatrics', 'Vaccines']","['Infectious Disease', 'Pediatrics']",['ASCI'],[],[],,jr. crowe
2004,William,E.,Cunningham,"['University of California, Los Angeles, David Geffen School of Medicine']","['Outcomes research', 'Internal Medicine', 'HIV', 'General Medicine']","['Internal Medicine', 'General Medicine']",['ASCI'],[],[],,william e. cunningham
2004,Phyllis,A.,Dennery,['Brown University Medical School'],"['Neonatology', 'Pediatrics', 'Molecular Biology', 'Cell Biology', 'Biochemistry']","['Neonatology', 'Pediatrics']",['ASCI'],[],[],,phyllis a. dennery
2004,Mary,,Disis,"['University of Washington School of Medicine', 'Fred Hutchinson Cancer Research Center']","['Oncology', 'Immunology']",[],['ASCI'],[],[],,mary disis
2004,Glenn,,Dranoff,['Novartis Institutes for BioMedical Research'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Norvatis Affiliates*'],"['Novartis Institutes for BioMedical Research', 'Novartis Pharmaceuticals Corporation']",,glenn dranoff
2004,Samir,,El-Dahr,['Tulane University School of Medicine'],"['Pediatrics', 'Nephrology']","['Pediatrics', 'Nephrology']",['ASCI'],[],[],,samir el-dahr
2004,Joann,G.,Elmore,"['University of California, San Francisco, School of Medicine']","['General Medicine', 'Epidemiology']",['General Medicine'],['ASCI'],[],[],,joann g. elmore
2004,Paul,S.,Frenette,[],[],[],['ASCI'],[],[],,paul s. frenette
2004,Michael,,Fried,['University of North Carolina School of Medicine'],"['Hepatology', 'Gastroenterology']","['Hepatology', 'Gastroenterology']",['ASCI'],[],[],,michael fried
2004,James,R.,Goldenring,['Vanderbilt University School of Medicine'],['Surgery'],['Surgery'],['ASCI'],[],[],,james r. goldenring
2004,Jonathan,Michael,Graff,['University of Texas Southwestern Medical Center'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,jonathan michael graff
2004,Theresa,A.,Guise,['University of Texas MD Anderson Cancer Center'],"['Bone', 'Oncology', 'Endocrinology']",['Endocrinology'],['ASCI'],[],[],,theresa a. guise
2004,Diane,V.,Havlir,"['University of California, San Francisco, School of Medicine']","['HIV', 'Cardiology', 'Hypertension']",['Cardiology'],['ASCI'],[],[],,diane v. havlir
2004,Jay,L.,Hess,['Indiana University School of Medicine'],['Pathology'],['Pathology'],['ASCI'],[],[],,jay l. hess
2004,Raphael,,Hirsch,"['University of California, San Francisco, School of Medicine']",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,raphael hirsch
2004,I-Cheng,,Ho,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Rheumatology'],['Rheumatology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,i-cheng ho
2004,David,M.,Holtzman,['Washington University School of Medicine in St. Louis'],['Neurology'],['Neurology'],['ASCI'],[],[],,david m. holtzman
2004,Kami,,Kim,['University of South Florida Morsani College of Medicine'],"['Genomics', 'Translational Medicine', 'Microbiology', 'Infectious Disease', 'Clinical research', 'Internal Medicine']","['Genomics', 'Microbiology', 'Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,kami kim
2004,David,M.,Koelle,['University of Washington School of Medicine'],['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,david m. koelle
2004,Jay,K,Kolls,"['Tulane University School of Medicine', 'Louisiana State University School of Medicine in New Orleans']","['Internal Medicine', 'Gene Transfer/Gene Therapy', 'Pediatrics', 'Pulmonology']","['Internal Medicine', 'Pediatrics', 'Pulmonology']",['ASCI'],[],[],,jay k kolls
2004,David,,Kusner,['University of Iowa Carver College of Medicine'],['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,david kusner
2004,Stewart,,Levine,"['NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'National Institutes of Health']","['Internal Medicine', 'Critical Care Medicine', 'Pulmonology']","['Internal Medicine', 'Critical Care Medicine', 'Pulmonology']",['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,stewart levine
2004,AndrÃ©,,Lieber,['University of Washington School of Medicine'],"['Oncology', 'Cell Biology', 'Virology', 'Gene Transfer/Gene Therapy']",[],['ASCI'],[],[],,andrã© lieber
2004,Michael,T.,Longaker,['Stanford University School of Medicine'],['Surgery'],['Surgery'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,michael t. longaker
2004,Clay,,Marsh,['West Virginia University School of Medicine'],"['Pulmonology', 'Internal Medicine', 'Critical Care Medicine']","['Pulmonology', 'Internal Medicine', 'Critical Care Medicine']",['ASCI'],[],[],,clay marsh
2004,Jeffery,L.,Miller,['National Institutes of Health'],['Hematology'],['Hematology'],['ASCI'],[],[],,jeffery l. miller
2004,Chandra,,Mohan,['University of Houston'],"['Immunology', 'Rheumatology', 'Genetics']","['Rheumatology', 'Genetics']",['ASCI'],[],[],,chandra mohan
2004,Roberta,,Ness,['University of Texas Health Science Center at Houston'],['Epidemiology'],[],['ASCI'],['University of Texas at Houston Affiliates*'],"['University of Texas Health Science Center at Houston', 'University of Texas Medical School at Houston']",,roberta ness
2004,Caroline,,Philpott,['National Institutes of Health'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,caroline philpott
2004,Jorge,,Plutzky,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jorge plutzky
2004,Barbara,,Rehermann,['National Institutes of Health'],"['Vaccines', 'Hepatology', 'Immunology', 'Virology', 'Gastroenterology', 'Infectious Disease']","['Hepatology', 'Gastroenterology', 'Infectious Disease']",['ASCI'],[],[],,barbara rehermann
2004,Robert,,Reiter,"['University of California, Los Angeles, David Geffen School of Medicine']",['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,robert reiter
2004,Theodora,S.,Ross,['University of Texas Southwestern Medical Center'],"['Oncology', 'Genetics']",['Genetics'],['ASCI'],[],[],,theodora s. ross
2004,Joel,S.,Schuman,['New York University School of Medicine'],['Ophthalmology'],['Ophthalmology'],['ASCI'],[],[],,joel s. schuman
2004,William,R.,Sellers,"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School, Dana-Farber Cancer Institute']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,william r. sellers
2004,Mark,J.,Shlomchik,['University of Pittsburgh School of Medicine'],['Laboratory Medicine'],['Laboratory Medicine'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,mark j. shlomchik
2004,Barry,,Sleckman,['University of Alabama at Birmingham School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,barry sleckman
2004,Deepak,,Srivastava,"['Gladstone Institutes', 'University of California, San Francisco, School of Medicine']","['Cardiovascular Disease', 'Pediatrics', 'Developmental Biology', 'Molecular Biology']","['Cardiovascular Disease', 'Pediatrics']",['ASCI'],[],[],,deepak srivastava
2004,Peter,,Tontonoz,"['University of California, Los Angeles, David Geffen School of Medicine']","['Molecular Biology', 'Cardiovascular Disease', 'Metabolism']","['Cardiovascular Disease', 'Metabolism']",['ASCI'],[],[],,peter tontonoz
2004,Dwight,A.,Towler,['University of Texas Southwestern Medical Center'],"['Internal Medicine', 'Molecular Biology', 'Drug Development', 'Endocrinology', 'Bone', 'Metabolism', 'Cardiovascular Disease', 'Diabetes']","['Internal Medicine', 'Endocrinology', 'Metabolism', 'Cardiovascular Disease', 'Diabetes']",['ASCI'],[],[],,dwight a. towler
2004,Raul,,Urrutia,['Mayo Clinic'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,raul urrutia
2004,Flordeliza,,Villanueva,['University of Pittsburgh School of Medicine'],['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,flordeliza villanueva
